ensembl_gene_id	mgi_symbol	entrezgene	description
10090.ENSMUSP00000013220	ENSMUSG00000013076	Amotl1	75723	angiomotin-like 1 [Source:MGI Symbol;Acc:MGI:1922973]
10090.ENSMUSP00000121113	ENSMUSG00000032531	Amotl2	56332	angiomotin-like 2 [Source:MGI Symbol;Acc:MGI:1929286]
10090.ENSMUSP00000022531	ENSMUSG00000021959	Lats2	50523	large tumor suppressor 2 [Source:MGI Symbol;Acc:MGI:1354386]
10090.ENSMUSP00000041915	ENSMUSG00000040021	Lats1	16798	large tumor suppressor [Source:MGI Symbol;Acc:MGI:1333883]
10090.ENSMUSP00000021467	ENSMUSG00000021067	Sav1	64010	salvador homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1927144]
10090.ENSMUSP00000116189	ENSMUSG00000041688	Amot	27494	angiomotin [Source:MGI Symbol;Acc:MGI:108440]
10090.ENSMUSP00000013633	ENSMUSG00000008090	Fgfrl1	116701	fibroblast growth factor receptor-like 1 [Source:MGI Symbol;Acc:MGI:2150920]
10090.ENSMUSP00000013773	ENSMUSG00000013629	Cad	69719	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:MGI Symbol;Acc:MGI:1916969]
10090.ENSMUSP00000047376	ENSMUSG00000044005	Gls2	216456	glutaminase 2 (liver, mitochondrial) [Source:MGI Symbol;Acc:MGI:2143539]
10090.ENSMUSP00000110158	ENSMUSG00000026103	Gls	14660	glutaminase [Source:MGI Symbol;Acc:MGI:95752]
10090.ENSMUSP00000111204	ENSMUSG00000029752	Asns	27053	asparagine synthetase [Source:MGI Symbol;Acc:MGI:1350929]
10090.ENSMUSP00000020629	ENSMUSG00000020363	Gfpt2	14584	glutamine fructose-6-phosphate transaminase 2 [Source:MGI Symbol;Acc:MGI:1338883]
10090.ENSMUSP00000051106	ENSMUSG00000029992	Gfpt1	14583	glutamine fructose-6-phosphate transaminase 1 [Source:MGI Symbol;Acc:MGI:95698]
10090.ENSMUSP00000120632	ENSMUSG00000029246	Ppat	231327	phosphoribosyl pyrophosphate amidotransferase [Source:MGI Symbol;Acc:MGI:2387203]
10090.ENSMUSP00000099904	ENSMUSG00000076441	Ass1	11898	argininosuccinate synthetase 1 [Source:MGI Symbol;Acc:MGI:88090]
10090.ENSMUSP00000070303	ENSMUSG00000031730	Dhodh	56749	dihydroorotate dehydrogenase [Source:MGI Symbol;Acc:MGI:1928378]
10090.ENSMUSP00000027144	ENSMUSG00000025991	Cps1	227231	carbamoyl-phosphate synthetase 1 [Source:MGI Symbol;Acc:MGI:891996]
10090.ENSMUSP00000055919	ENSMUSG00000046707	Csnk2a2	13000	casein kinase 2, alpha prime polypeptide [Source:MGI Symbol;Acc:MGI:88547]
10090.ENSMUSP00000101269	ENSMUSG00000029026	Trp73	22062	transformation related protein 73 [Source:MGI Symbol;Acc:MGI:1336991]
10090.ENSMUSP00000069616	ENSMUSG00000038418	Egr1	13653	early growth response 1 [Source:MGI Symbol;Acc:MGI:95295]
10090.ENSMUSP00000085872	ENSMUSG00000040003	Magi2	50791	membrane associated guanylate kinase, WW and PDZ domain containing 2 [Source:MGI Symbol;Acc:MGI:1354953]
10090.ENSMUSP00000109676	ENSMUSG00000025949	Pikfyve	18711	phosphoinositide kinase, FYVE finger containing [Source:MGI Symbol;Acc:MGI:1335106]
10090.ENSMUSP00000021077	ENSMUSG00000020733	Slc9a3r1	26941	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1 [Source:MGI Symbol;Acc:MGI:1349482]
10090.ENSMUSP00000030336	ENSMUSG00000028599	Tnfrsf1b	21938	tumor necrosis factor receptor superfamily, member 1b [Source:MGI Symbol;Acc:MGI:1314883]
10090.ENSMUSP00000030747	ENSMUSG00000028914	Casp9	12371	caspase 9 [Source:MGI Symbol;Acc:MGI:1277950]
10090.ENSMUSP00000026062	ENSMUSG00000025076	Casp7	12369	caspase 7 [Source:MGI Symbol;Acc:MGI:109383]
10090.ENSMUSP00000107214	ENSMUSG00000029433	Diablo	66593	diablo homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1913843]
10090.ENSMUSP00000021706	ENSMUSG00000021277	Traf3	22031	TNF receptor-associated factor 3 [Source:MGI Symbol;Acc:MGI:108041]
10090.ENSMUSP00000108687	ENSMUSG00000026875	Traf1	22029	TNF receptor-associated factor 1 [Source:MGI Symbol;Acc:MGI:101836]
10090.ENSMUSP00000068532	ENSMUSG00000021504	B4galt7	218271	xylosylprotein beta1,4-galactosyltransferase, polypeptide 7 (galactosyltransferase I) [Source:MGI Symbol;Acc:MGI:2384987]
10090.ENSMUSP00000040227	ENSMUSG00000039308	Ndst2	17423	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2 [Source:MGI Symbol;Acc:MGI:97040]
10090.ENSMUSP00000044072	ENSMUSG00000035273	Hpse	15442	heparanase [Source:MGI Symbol;Acc:MGI:1343124]
10090.ENSMUSP00000043066	ENSMUSG00000040151	Hs2st1	23908	heparan sulfate 2-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1346049]
10090.ENSMUSP00000068687	ENSMUSG00000054008	Ndst1	15531	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1 [Source:MGI Symbol;Acc:MGI:104719]
10090.ENSMUSP00000055930	ENSMUSG00000047759	Hs3st3a1	15478	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1 [Source:MGI Symbol;Acc:MGI:1333861]
10090.ENSMUSP00000034785	ENSMUSG00000032252	Glce	93683	glucuronyl C5-epimerase [Source:MGI Symbol;Acc:MGI:2136405]
10090.ENSMUSP00000113919	ENSMUSG00000051022	Hs3st1	15476	heparan sulfate (glucosamine) 3-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1201606]
10090.ENSMUSP00000028623	ENSMUSG00000027198	Ext2	14043	exostoses (multiple) 2 [Source:MGI Symbol;Acc:MGI:108050]
10090.ENSMUSP00000081678	ENSMUSG00000046321	Hs3st2	195646	heparan sulfate (glucosamine) 3-O-sulfotransferase 2 [Source:MGI Symbol;Acc:MGI:1333802]
10090.ENSMUSP00000085499	ENSMUSG00000045216	Hs6st1	50785	heparan sulfate 6-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1354958]
10090.ENSMUSP00000085497	ENSMUSG00000062184	Hs6st2	50786	heparan sulfate 6-O-sulfotransferase 2 [Source:MGI Symbol;Acc:MGI:1354959]
10090.ENSMUSP00000014174	ENSMUSG00000014030	Pax5	18507	paired box gene 5 [Source:MGI Symbol;Acc:MGI:97489]
10090.ENSMUSP00000078390	ENSMUSG00000002307	Daxx	13163	Fas death domain-associated protein [Source:MGI Symbol;Acc:MGI:1197015]
10090.ENSMUSP00000034554	ENSMUSG00000032053	Pou2af1	18985	POU domain, class 2, associating factor 1 [Source:MGI Symbol;Acc:MGI:105086]
10090.ENSMUSP00000057527	ENSMUSG00000024642	Tle4	21888	transducin-like enhancer of split 4, homolog of Drosophila E(spl) [Source:MGI Symbol;Acc:MGI:104633]
10090.ENSMUSP00000034534	ENSMUSG00000032035	Ets1	23871	E26 avian leukemia oncogene 1, 5' domain [Source:MGI Symbol;Acc:MGI:95455]
10090.ENSMUSP00000014218	ENSMUSG00000014074	Rnf168	70238	ring finger protein 168 [Source:MGI Symbol;Acc:MGI:1917488]
10090.ENSMUSP00000051432	ENSMUSG00000049932	H2afx	15270	H2A histone family, member X [Source:MGI Symbol;Acc:MGI:102688]
10090.ENSMUSP00000014290	ENSMUSG00000026786	Apbb1ip	54519	amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein [Source:MGI Symbol;Acc:MGI:1861354]
10090.ENSMUSP00000028823	ENSMUSG00000027347	Rasgrp1	19419	RAS guanyl releasing protein 1 [Source:MGI Symbol;Acc:MGI:1314635]
10090.ENSMUSP00000041135	ENSMUSG00000032946	Rasgrp2	19395	RAS, guanyl releasing protein 2 [Source:MGI Symbol;Acc:MGI:1333849]
10090.ENSMUSP00000116426	ENSMUSG00000022469	Rapgef3	223864	Rap guanine nucleotide exchange factor (GEF) 3 [Source:MGI Symbol;Acc:MGI:2441741]
10090.ENSMUSP00000099375	ENSMUSG00000034664	Itga2b	16399	integrin alpha 2b [Source:MGI Symbol;Acc:MGI:96601]
10090.ENSMUSP00000044123	ENSMUSG00000036840	Siah1a	20437	seven in absentia 1A [Source:MGI Symbol;Acc:MGI:108064]
10090.ENSMUSP00000014389	ENSMUSG00000014245	Pigl	327942	phosphatidylinositol glycan anchor biosynthesis, class L [Source:MGI Symbol;Acc:MGI:2681271]
10090.ENSMUSP00000021773	ENSMUSG00000021340	Gpld1	14756	glycosylphosphatidylinositol specific phospholipase D1 [Source:MGI Symbol;Acc:MGI:106604]
10090.ENSMUSP00000107874	ENSMUSG00000031381	Piga	18700	phosphatidylinositol glycan anchor biosynthesis, class A [Source:MGI Symbol;Acc:MGI:99461]
10090.ENSMUSP00000094981	ENSMUSG00000025728	Pigq	14755	phosphatidylinositol glycan anchor biosynthesis, class Q [Source:MGI Symbol;Acc:MGI:1333114]
10090.ENSMUSP00000109547	ENSMUSG00000022940	Pigp	56176	phosphatidylinositol glycan anchor biosynthesis, class P [Source:MGI Symbol;Acc:MGI:1860433]
10090.ENSMUSP00000028021	ENSMUSG00000026698	Pigc	67292	phosphatidylinositol glycan anchor biosynthesis, class C [Source:MGI Symbol;Acc:MGI:1914542]
10090.ENSMUSP00000064547	ENSMUSG00000045140	Pigw	70325	phosphatidylinositol glycan anchor biosynthesis, class W [Source:MGI Symbol;Acc:MGI:1917575]
10090.ENSMUSP00000072018	ENSMUSG00000021120	Pigh	110417	phosphatidylinositol glycan anchor biosynthesis, class H [Source:MGI Symbol;Acc:MGI:99463]
10090.ENSMUSP00000028151	ENSMUSG00000026810	Dpm2	13481	dolichol-phosphate (beta-D) mannosyltransferase 2 [Source:MGI Symbol;Acc:MGI:1330238]
10090.ENSMUSP00000096193	ENSMUSG00000074218	Cox7a1	12865	cytochrome c oxidase, subunit VIIa 1 [Source:MGI Symbol;Acc:MGI:1316714]
10090.ENSMUSP00000034881	ENSMUSG00000032330	Cox7a2	12866	cytochrome c oxidase, subunit VIIa 2 [Source:MGI Symbol;Acc:MGI:1316715]
10090.ENSMUSP00000014477	ENSMUSG00000079852	Klra4	16635;654450;93970	killer cell lectin-like receptor, subfamily A, member 4 [Source:MGI Symbol;Acc:MGI:101904]
10090.ENSMUSP00000020307	ENSMUSG00000020107	Anapc16	52717	anaphase promoting complex subunit 16 [Source:MGI Symbol;Acc:MGI:1289325]
10090.ENSMUSP00000014505	ENSMUSG00000014361	Mertk	17289	c-mer proto-oncogene tyrosine kinase [Source:MGI Symbol;Acc:MGI:96965]
10090.ENSMUSP00000014545	ENSMUSG00000030851	Ldhc	16833	lactate dehydrogenase C [Source:MGI Symbol;Acc:MGI:96764]
10090.ENSMUSP00000098044	ENSMUSG00000071711	Mpst	246221	mercaptopyruvate sulfurtransferase [Source:MGI Symbol;Acc:MGI:2179733]
10090.ENSMUSP00000027374	ENSMUSG00000026182	Tnp1	21958	transition protein 1 [Source:MGI Symbol;Acc:MGI:98784]
10090.ENSMUSP00000068086	ENSMUSG00000031958	Ldhd	52815	lactate dehydrogenase D [Source:MGI Symbol;Acc:MGI:106428]
10090.ENSMUSP00000025439	ENSMUSG00000024556	Me2	107029	malic enzyme 2, NAD(+)-dependent, mitochondrial [Source:MGI Symbol;Acc:MGI:2147351]
10090.ENSMUSP00000032856	ENSMUSG00000030621	Me3	109264	malic enzyme 3, NADP(+)-dependent, mitochondrial [Source:MGI Symbol;Acc:MGI:1916679]
10090.ENSMUSP00000048901	ENSMUSG00000038740	Fam125b	72543	family with sequence similarity 125, member B [Source:MGI Symbol;Acc:MGI:1919793]
10090.ENSMUSP00000021948	ENSMUSG00000021492	F12	58992	coagulation factor XII (Hageman factor) [Source:MGI Symbol;Acc:MGI:1891012]
10090.ENSMUSP00000073695	ENSMUSG00000079015	Serpina1c	20702	serine (or cysteine) peptidase inhibitor, clade A, member 1C [Source:MGI Symbol;Acc:MGI:891969]
10090.ENSMUSP00000060169	ENSMUSG00000046070	Igfals	16005	insulin-like growth factor binding protein, acid labile subunit [Source:MGI Symbol;Acc:MGI:107973]
10090.ENSMUSP00000033941	ENSMUSG00000031538	Plat	18791	plasminogen activator, tissue [Source:MGI Symbol;Acc:MGI:97610]
10090.ENSMUSP00000014691	ENSMUSG00000014547	Wdfy2	268752	WD repeat and FYVE domain containing 2 [Source:MGI Symbol;Acc:MGI:2442811]
10090.ENSMUSP00000014694	ENSMUSG00000014550	Zfyve20	78287	zinc finger, FYVE domain containing 20 [Source:MGI Symbol;Acc:MGI:1925537]
10090.ENSMUSP00000096397	ENSMUSG00000074364	Ehd2	259300	EH-domain containing 2 [Source:MGI Symbol;Acc:MGI:2154274]
10090.ENSMUSP00000024860	ENSMUSG00000024065	Ehd3	57440	EH-domain containing 3 [Source:MGI Symbol;Acc:MGI:1928900]
10090.ENSMUSP00000025684	ENSMUSG00000024772	Ehd1	13660	EH-domain containing 1 [Source:MGI Symbol;Acc:MGI:1341878]
10090.ENSMUSP00000017975	ENSMUSG00000017831	Rab5a	271457	RAB5A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105926]
10090.ENSMUSP00000067400	ENSMUSG00000032571	Pik3r4	75669	phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 4, p150 [Source:MGI Symbol;Acc:MGI:1922919]
10090.ENSMUSP00000015891	ENSMUSG00000015747	Vps45	22365	vacuolar protein sorting 45 (yeast) [Source:MGI Symbol;Acc:MGI:891965]
10090.ENSMUSP00000014698	ENSMUSG00000014554	Dguok	27369	deoxyguanosine kinase [Source:MGI Symbol;Acc:MGI:1351602]
10090.ENSMUSP00000014743	ENSMUSG00000014599	Csf1	12977	colony stimulating factor 1 (macrophage) [Source:MGI Symbol;Acc:MGI:1339753]
10090.ENSMUSP00000014750	ENSMUSG00000014606	Slc25a11	67863	solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11 [Source:MGI Symbol;Acc:MGI:1915113]
10090.ENSMUSP00000026888	ENSMUSG00000025782	Taf3	209361	TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor [Source:MGI Symbol;Acc:MGI:2388097]
10090.ENSMUSP00000024970	ENSMUSG00000024154	Gtf2a1l	71828	general transcription factor IIA, 1-like [Source:MGI Symbol;Acc:MGI:1919078]
10090.ENSMUSP00000021692	ENSMUSG00000021264	Yy1	22632	YY1 transcription factor [Source:MGI Symbol;Acc:MGI:99150]
10090.ENSMUSP00000112327	ENSMUSG00000024220	Zfp523	224656	zinc finger protein 523 [Source:MGI Symbol;Acc:MGI:2687278]
10090.ENSMUSP00000097093	ENSMUSG00000040565	Btaf1	107182	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, (Mot1 homolog, S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2147538]
10090.ENSMUSP00000112563	ENSMUSG00000038425	Poli	26447	polymerase (DNA directed), iota [Source:MGI Symbol;Acc:MGI:1347081]
10090.ENSMUSP00000063201	ENSMUSG00000023980	Taf8	63856	TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factorq [Source:MGI Symbol;Acc:MGI:1926879]
10090.ENSMUSP00000043733	ENSMUSG00000037343	Taf2	319944	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor [Source:MGI Symbol;Acc:MGI:2443028]
10090.ENSMUSP00000094808	ENSMUSG00000072258		21339	TATA box-binding protein-associated factor RNA polymerase I subunit A  [Source:RefSeq peptide;Acc:NP_067441]
10090.ENSMUSP00000090789	ENSMUSG00000031832	Taf1c	21341	TATA box binding protein (Tbp)-associated factor, RNA polymerase I, C [Source:MGI Symbol;Acc:MGI:109576]
10090.ENSMUSP00000065645	ENSMUSG00000051316	Taf7	24074	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor [Source:MGI Symbol;Acc:MGI:1346348]
10090.ENSMUSP00000029587	ENSMUSG00000027967	Neurog2	11924	neurogenin 2 [Source:MGI Symbol;Acc:MGI:109619]
10090.ENSMUSP00000024543	ENSMUSG00000023781	Hes7	84653	hairy and enhancer of split 7 (Drosophila) [Source:MGI Symbol;Acc:MGI:2135679]
10090.ENSMUSP00000103017	ENSMUSG00000030543	Mesp2	17293	mesoderm posterior 2 [Source:MGI Symbol;Acc:MGI:1096325]
10090.ENSMUSP00000051118	ENSMUSG00000048001	Hes5	15208	hairy and enhancer of split 5 (Drosophila) [Source:MGI Symbol;Acc:MGI:104876]
10090.ENSMUSP00000014922	ENSMUSG00000014778	Fhod1	234686	formin homology 2 domain containing 1 [Source:MGI Symbol;Acc:MGI:2679008]
10090.ENSMUSP00000113660	ENSMUSG00000022897	Dyrk1a	13548	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a [Source:MGI Symbol;Acc:MGI:1330299]
10090.ENSMUSP00000048557	ENSMUSG00000036845	Lin37	75660	lin-37 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:1922910]
10090.ENSMUSP00000091668	ENSMUSG00000045482	Trrap	100683	transformation/transcription domain-associated protein [Source:MGI Symbol;Acc:MGI:2153272]
10090.ENSMUSP00000123425	ENSMUSG00000035310	Lin54	231506	lin-54 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:2140902]
10090.ENSMUSP00000082959	ENSMUSG00000058729	Lin9	72568	lin-9 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:1919818]
10090.ENSMUSP00000018005	ENSMUSG00000017861	Mybl2	17865	myeloblastosis oncogene-like 2 [Source:MGI Symbol;Acc:MGI:101785]
10090.ENSMUSP00000015017	ENSMUSG00000014873	Surf2	20931	surfeit gene 2 [Source:MGI Symbol;Acc:MGI:98444]
10090.ENSMUSP00000015934	ENSMUSG00000015790	Surf1	20930	surfeit gene 1 [Source:MGI Symbol;Acc:MGI:98443]
10090.ENSMUSP00000015049	ENSMUSG00000014905	Dnajb9	27362	DnaJ (Hsp40) homolog, subfamily B, member 9 [Source:MGI Symbol;Acc:MGI:1351618]
10090.ENSMUSP00000100915	ENSMUSG00000019907	Ppp1r12a	17931	protein phosphatase 1, regulatory (inhibitor) subunit 12A [Source:MGI Symbol;Acc:MGI:1309528]
10090.ENSMUSP00000015137	ENSMUSG00000029674	Limk1	16885	LIM-domain containing, protein kinase [Source:MGI Symbol;Acc:MGI:104572]
10090.ENSMUSP00000024739	ENSMUSG00000023944	Hsp90ab1	15516	heat shock protein 90 alpha (cytosolic), class B member 1 [Source:MGI Symbol;Acc:MGI:96247]
10090.ENSMUSP00000077262	ENSMUSG00000062929	Cfl2	12632	cofilin 2, muscle [Source:MGI Symbol;Acc:MGI:101763]
10090.ENSMUSP00000064557	ENSMUSG00000056201	Cfl1	12631	cofilin 1, non-muscle [Source:MGI Symbol;Acc:MGI:101757]
10090.ENSMUSP00000015138	ENSMUSG00000029675	Eln	13717	elastin [Source:MGI Symbol;Acc:MGI:95317]
10090.ENSMUSP00000025409	ENSMUSG00000024529	Lox	16948	lysyl oxidase [Source:MGI Symbol;Acc:MGI:96817]
10090.ENSMUSP00000028633	ENSMUSG00000027204	Fbn1	14118	fibrillin 1 [Source:MGI Symbol;Acc:MGI:95489]
10090.ENSMUSP00000099550	ENSMUSG00000060572	Mfap2	17150	microfibrillar-associated protein 2 [Source:MGI Symbol;Acc:MGI:99559]
10090.ENSMUSP00000015171	ENSMUSG00000015027	Galns	50917	galactosamine (N-acetyl)-6-sulfate sulfatase [Source:MGI Symbol;Acc:MGI:1355303]
10090.ENSMUSP00000100041	ENSMUSG00000015619	Gata3	14462	GATA binding protein 3 [Source:MGI Symbol;Acc:MGI:95663]
10090.ENSMUSP00000015771	ENSMUSG00000015627	Gata5	14464	GATA binding protein 5 [Source:MGI Symbol;Acc:MGI:109497]
10090.ENSMUSP00000066927	ENSMUSG00000021944	Gata4	14463	GATA binding protein 4 [Source:MGI Symbol;Acc:MGI:95664]
10090.ENSMUSP00000038014	ENSMUSG00000040289	Hey1	15213	hairy/enhancer-of-split related with YRPW motif 1 [Source:MGI Symbol;Acc:MGI:1341800]
10090.ENSMUSP00000030489	ENSMUSG00000028717	Tal1	21349	T cell acute lymphocytic leukemia 1 [Source:MGI Symbol;Acc:MGI:98480]
10090.ENSMUSP00000106770	ENSMUSG00000032698	Lmo2	16909	LIM domain only 2 [Source:MGI Symbol;Acc:MGI:102811]
10090.ENSMUSP00000051335	ENSMUSG00000022306	Zfpm2	22762	zinc finger protein, multitype 2 [Source:MGI Symbol;Acc:MGI:1334444]
10090.ENSMUSP00000015256	ENSMUSG00000015112	Slc25a13	50799	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13 [Source:MGI Symbol;Acc:MGI:1354721]
10090.ENSMUSP00000030455	ENSMUSG00000028692	Akr1a1	58810	aldo-keto reductase family 1, member A1 (aldehyde reductase) [Source:MGI Symbol;Acc:MGI:1929955]
10090.ENSMUSP00000063548	ENSMUSG00000057880	Abat	268860	4-aminobutyrate aminotransferase [Source:MGI Symbol;Acc:MGI:2443582]
10090.ENSMUSP00000034488	ENSMUSG00000047562	Mmp10	17384	matrix metallopeptidase 10 [Source:MGI Symbol;Acc:MGI:97007]
10090.ENSMUSP00000034497	ENSMUSG00000043613	Mmp3	17392	matrix metallopeptidase 3 [Source:MGI Symbol;Acc:MGI:97010]
10090.ENSMUSP00000017610	ENSMUSG00000017466	Timp2	21858	tissue inhibitor of metalloproteinase 2 [Source:MGI Symbol;Acc:MGI:98753]
10090.ENSMUSP00000031352	ENSMUSG00000029405	G3bp2	23881	GTPase activating protein (SH3 domain) binding protein 2 [Source:MGI Symbol;Acc:MGI:2442040]
10090.ENSMUSP00000031401	ENSMUSG00000029449	Rhof	23912	ras homolog gene family, member f [Source:MGI Symbol;Acc:MGI:1345629]
10090.ENSMUSP00000041411	ENSMUSG00000034226	Rhov	228543	ras homolog gene family, member V [Source:MGI Symbol;Acc:MGI:2444227]
10090.ENSMUSP00000062996	ENSMUSG00000021218	Gdi2	14569	guanosine diphosphate (GDP) dissociation inhibitor 2 [Source:MGI Symbol;Acc:MGI:99845]
10090.ENSMUSP00000106353	ENSMUSG00000035133	Arhgap5	11855	Rho GTPase activating protein 5 [Source:MGI Symbol;Acc:MGI:1332637]
10090.ENSMUSP00000015456	ENSMUSG00000015312	Gadd45b	17873	growth arrest and DNA-damage-inducible 45 beta [Source:MGI Symbol;Acc:MGI:107776]
10090.ENSMUSP00000086459	ENSMUSG00000014426	Map3k4	26407	mitogen-activated protein kinase kinase kinase 4 [Source:MGI Symbol;Acc:MGI:1346875]
10090.ENSMUSP00000096769	ENSMUSG00000021758	Ddx4	13206	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4 [Source:MGI Symbol;Acc:MGI:102670]
10090.ENSMUSP00000015481	ENSMUSG00000015337	Endog	13804	endonuclease G [Source:MGI Symbol;Acc:MGI:1261433]
10090.ENSMUSP00000041104	ENSMUSG00000036932	Aifm1	26926	apoptosis-inducing factor, mitochondrion-associated 1 [Source:MGI Symbol;Acc:MGI:1349419]
10090.ENSMUSP00000015498	ENSMUSG00000015354	Pcolce2	76477	procollagen C-endopeptidase enhancer 2 [Source:MGI Symbol;Acc:MGI:1923727]
10090.ENSMUSP00000022693	ENSMUSG00000022098	Bmp1	12153	bone morphogenetic protein 1 [Source:MGI Symbol;Acc:MGI:88176]
10090.ENSMUSP00000029700	ENSMUSG00000028064	Sema4a	20351	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A [Source:MGI Symbol;Acc:MGI:107560]
10090.ENSMUSP00000073612	ENSMUSG00000063531	Sema3e	20349	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E [Source:MGI Symbol;Acc:MGI:1340034]
10090.ENSMUSP00000015540	ENSMUSG00000015396	Cd83	12522	CD83 antigen [Source:MGI Symbol;Acc:MGI:1328316]
10090.ENSMUSP00000033466	ENSMUSG00000031132	Cd40lg	21947	CD40 ligand [Source:MGI Symbol;Acc:MGI:88337]
10090.ENSMUSP00000015583	ENSMUSG00000040314	Ctsg	13035	cathepsin G [Source:MGI Symbol;Acc:MGI:88563]
10090.ENSMUSP00000103563	ENSMUSG00000009350	Mpo	17523	myeloperoxidase [Source:MGI Symbol;Acc:MGI:97137]
10090.ENSMUSP00000027567	ENSMUSG00000044594	Serpinb3a	20248	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3A [Source:MGI Symbol;Acc:MGI:3573933]
10090.ENSMUSP00000015596	ENSMUSG00000015452	Ager	11596	advanced glycosylation end product-specific receptor [Source:MGI Symbol;Acc:MGI:893592]
10090.ENSMUSP00000047968	ENSMUSG00000033208	S100b	20203	S100 protein, beta polypeptide, neural [Source:MGI Symbol;Acc:MGI:98217]
10090.ENSMUSP00000053122	ENSMUSG00000046020	Pofut1	140484	protein O-fucosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2153207]
10090.ENSMUSP00000015622	ENSMUSG00000015478	Rnf5	54197	ring finger protein 5 [Source:MGI Symbol;Acc:MGI:1860076]
10090.ENSMUSP00000015664	ENSMUSG00000028111	Ctsk	13038	cathepsin K [Source:MGI Symbol;Acc:MGI:107823]
10090.ENSMUSP00000107793	ENSMUSG00000040522	Tlr8	170744	toll-like receptor 8 [Source:MGI Symbol;Acc:MGI:2176887]
10090.ENSMUSP00000021860	ENSMUSG00000021423	Ly86	17084	lymphocyte antigen 86 [Source:MGI Symbol;Acc:MGI:1321404]
10090.ENSMUSP00000112481	ENSMUSG00000083282	Ctsf	56464	cathepsin F [Source:MGI Symbol;Acc:MGI:1861434]
10090.ENSMUSP00000021933	ENSMUSG00000021477	Ctsl	13039	cathepsin L [Source:MGI Symbol;Acc:MGI:88564]
